domain,creation_date,expiration_date,lifespan,creation_year,registrar,nameserver1,nameserver2,nameserver3
nicecodes.org,07-04-2024,07-04-2026,2.0,2024.0,,,,
nicecrm.galeriide.com,13-05-2019,13-05-2026,7.0,2019.0,,,,
nicedaychinese.com,17-02-2018,17-02-2026,8.0,2018.0,,,,
nicedeals.org,06-09-2022,06-09-2025,3.0,2022.0,,,,
nicejhong.tistory.com,01-10-2005,01-10-2025,20.0,2005.0,,,,
nicemusic.feji.io,20-04-2024,20-04-2026,2.0,2024.0,"NameCheap, Inc.",drew.ns.cloudflare.com,daniella.ns.cloudflare.com,
nicenews.com,31-12-1998,31-12-2025,27.0,1998.0,,,,
nicesjobs.co.za,01-08-2022,01-08-2026,4.0,2022.0,Vehost,ns1.vehost.co.za,ns2.vehost.co.za,
nick-elenas-pizzeria.foodjoyy.com,09-12-2024,09-12-2025,1.0,2024.0,,,,
nickfinder.com,28-06-2015,28-06-2032,17.0,2015.0,,,,
nickiswift.com,08-12-2015,08-12-2027,12.0,2015.0,,,,
nicks-seafood-restaurant.menu-world.com,24-12-2023,24-12-2025,2.0,2023.0,,,,
nickypollex.com,18-12-2017,18-12-2025,8.0,2017.0,,,,
nicolejaques.com,31-10-2022,31-10-2025,3.0,2022.0,,,,
nicopon.com,11-08-2017,11-08-2025,8.0,2017.0,,,,
nidcardonlinecheckbd.com,05-08-2025,05-08-2026,1.0,2025.0,DYNADOT LLC,JACQUELINE.NS.CLOUDFLARE.COM,SALVADOR.NS.CLOUDFLARE.COM,
nieuwslive.nl,17-02-2021,,,2021.0,,,,
nigerianeducation.com.ng,03-06-2024,03-06-2026,2.0,2024.0,Harmon Web Global Service,dns1.harmonweb.net,dns2.harmonweb.net,
nigerianmedlabscientist.com.ng,15-01-2019,15-01-2026,7.0,2019.0,,,,
nigeriapropertycentre.com,12-04-2011,12-04-2026,15.0,2011.0,"NameSilo, LLC",DAN.NS.CLOUDFLARE.COM,EDNA.NS.CLOUDFLARE.COM,
nigeriascholarshipsonline.com,07-08-2024,07-08-2025,1.0,2024.0,,,,
nigeriastartupact.ng,06-02-2025,06-02-2026,1.0,2025.0,HostAfrica,ns1.dns-parking.com,ns2.dns-parking.com,
nightkey.com,18-03-2002,18-03-2026,24.0,2002.0,,,,
nihongovseigo.com,24-02-2021,24-02-2026,5.0,2021.0,,,,
nilotrip.com,17-01-2020,17-01-2026,6.0,2020.0,,,,
nimblefreelancer.com,02-06-2020,02-06-2026,6.0,2020.0,,,,
nimionlinetesting.in,26-02-2024,26-02-2026,2.0,2024.0,,,,
nimorix.com,12-12-2024,12-12-2025,1.0,2024.0,,,,
nimtools.com,15-03-2015,15-03-2026,11.0,2015.0,,,,
ninestarusa.com,12-08-2006,12-08-2026,20.0,2006.0,,,,
ninjaunits.com,04-12-2014,04-12-2025,11.0,2014.0,,,,
ninos-family-restaurant.goto-where.com,12-03-2025,12-03-2026,1.0,2025.0,,,,
niold.com,25-04-2021,25-04-2026,5.0,2021.0,"NameCheap, Inc.",INDIE.NS.CLOUDFLARE.COM,KEATON.NS.CLOUDFLARE.COM,
nissankicksforum.com,22-01-2016,22-01-2026,10.0,2016.0,,,,
nissanzacatecas.torrescorzoonline.com,19-06-2022,19-06-2026,4.0,2022.0,,,,
nites.is,11-12-2024,11-12-2025,1.0,2024.0,,,,
nj-carnivals.com,26-01-2014,26-01-2026,12.0,2014.0,,,,
nj.com,23-10-1994,22-10-2025,31.0,1994.0,,,,
nj1015.com,30-12-1994,29-12-2025,31.0,1994.0,,,,
njglasses.com,13-07-2023,13-07-2025,2.0,2023.0,,,,
njherald.com,04-09-1995,03-09-2025,30.0,1995.0,,,,
njmcddirect.com,01-09-2005,01-09-2025,20.0,2005.0,,,,
njparcels.com,26-07-2011,26-07-2025,14.0,2011.0,,,,
njtaxrecords.net,04-09-2012,04-09-2025,13.0,2012.0,,,,
njtransit.com,29-10-1998,07-01-2032,33.0,1998.0,"Network Solutions, LLC",KAYLEIGH.NS.CLOUDFLARE.COM,TODD.NS.CLOUDFLARE.COM,
nl.brusheezy.com,05-12-2006,05-12-2025,19.0,2006.0,,,,
nl.concerty.com,10-02-2012,10-02-2028,16.0,2012.0,"OVH, SAS",ARIA.NS.CLOUDFLARE.COM,KEVIN.NS.CLOUDFLARE.COM,
nltc.com,18-07-1996,17-07-2025,29.0,1996.0,,,,
nme.com,27-02-1996,28-02-2026,30.0,1996.0,,,,
nml.rma.in,01-09-2016,01-09-2025,9.0,2016.0,,,,
nms-rx.com,07-05-2019,07-05-2026,7.0,2019.0,,,,
nmya.pixelpavilionplay.com,24-04-2025,24-04-2026,1.0,2025.0,,,,
nnffw.com,28-08-2023,28-08-2025,2.0,2023.0,,,,
no-1-chinese.com,16-09-2018,16-09-2025,7.0,2018.0,,,,
no.fekrah.net,23-08-2021,23-08-2025,4.0,2021.0,,,,
noble.claims,05-11-2024,05-11-2026,2.0,2024.0,,,,
noblesvilleamphitheater.com,03-11-2015,03-11-2025,10.0,2015.0,,,,
nocohumane.com,22-05-2023,22-05-2026,3.0,2023.0,,,,
noelebellecrochet.com,14-01-2021,14-01-2026,5.0,2021.0,,,,
nogal.com,25-10-2004,25-10-2025,21.0,2004.0,,,,
nogueiradigitalsites.com.br,14-06-2022,14-06-2026,4.0,2022.0,,,,
nokia-e75.helpdoc.net,17-01-2012,17-01-2026,14.0,2012.0,,,,
nokillnetwork.org,03-02-2007,03-02-2026,19.0,2007.0,,,,
nola.com,11-04-1998,10-04-2027,29.0,1998.0,,,,
nomadyurt.site,26-08-2025,26-08-2026,1.0,2025.0,"GoDaddy.com, LLC",JO.NS.CLOUDFLARE.COM,ROAN.NS.CLOUDFLARE.COM,
nombrerutyfirma.com,28-09-2017,28-09-2026,9.0,2017.0,DYNADOT LLC,IVY.NS.CLOUDFLARE.COM,NILE.NS.CLOUDFLARE.COM,
nomozu.com,18-08-2020,18-08-2028,8.0,2020.0,,,,
nongoorecobeachresort.com,04-11-2022,04-11-2025,3.0,2022.0,,,,
nonna-luisa-ristorante.res-menu.com,24-12-2023,24-12-2025,2.0,2023.0,"NameCheap, Inc.",AISHA.NS.CLOUDFLARE.COM,ODIN.NS.CLOUDFLARE.COM,
nonnabox.com,07-02-2014,07-02-2033,19.0,2014.0,,,,
nonprofitpoint.com,24-11-2021,24-11-2025,4.0,2021.0,,,,
nonsolomarescialli.it,22-10-2015,22-10-2025,10.0,2015.0,Tucows.com Co.,ns1.dns-parking.com ns2.dns-parking.com,,
nonsolopannolini.it,28-07-2025,28-07-2026,1.0,2025.0,Algorithmedia S.r.l.,ara.ns.cloudflare.com clint.ns.cloudflare.com,,
noodlearcade.com,27-11-2006,27-11-2026,20.0,2006.0,,,,
nookari.com,16-02-2006,16-02-2026,20.0,2006.0,,,,
noonanhouse.com,27-02-2018,27-02-2026,8.0,2018.0,,,,
noone.ltd,26-04-2019,26-04-2026,7.0,2019.0,,,,
noor-book.com,23-02-2015,23-02-2030,15.0,2015.0,,,,
nopapodasgurias.com,14-01-2015,14-01-2026,11.0,2015.0,,,,
noprep.com,10-10-2011,10-10-2029,18.0,2011.0,,,,
norde.no,11-06-2014,,,2014.0,,,,
normas-apa.org,12-12-2019,12-12-2028,9.0,2019.0,"GoDaddy.com, LLC",anirban.ns.cloudflare.com,jule.ns.cloudflare.com,
normasapa.in,20-06-2019,20-06-2026,7.0,2019.0,,,,
northamptonchron.co.uk,16-11-2006,16-11-2025,19.0,2006.0,Team Blue Internet Services UK Limited [Tag = NAMESCO],ns-cloud-a1.googledomains.com,ns-cloud-a2.googledomains.com,ns-cloud-a3.googledomains.com
northcoastrealty.com,02-06-2000,02-06-2026,26.0,2000.0,,,,
northcountrynow.com,11-01-1999,11-01-2030,31.0,1999.0,,,,
northeastnosh.com,05-04-2024,05-04-2026,2.0,2024.0,"GoDaddy.com, LLC",NS1.WORDPRESS.COM,NS2.WORDPRESS.COM,NS3.WORDPRESS.COM
northernbuzz.biz,21-10-2016,20-10-2025,9.0,2016.0,Mesh Digital Limited,ns1045.ui-dns.com,ns1045.ui-dns.biz,ns1045.ui-dns.org
northerncafela.com,21-11-2017,21-11-2025,8.0,2017.0,,,,
northerncagoldendoodlepups.com,16-10-2017,16-10-2025,8.0,2017.0,,,,
northernyum.com,23-08-2018,23-08-2025,7.0,2018.0,,,,
northiowanow.com,27-03-2024,27-03-2027,3.0,2024.0,"GoDaddy.com, LLC",NS-CLOUD-E1.GOOGLEDOMAINS.COM,NS-CLOUD-E2.GOOGLEDOMAINS.COM,NS-CLOUD-E3.GOOGLEDOMAINS.COM
northjersey.com,28-09-1996,24-11-2025,29.0,1996.0,,,,
northlandfan.com,27-01-2020,27-01-2026,6.0,2020.0,,,,
northlauderdale.org,05-02-2004,05-02-2029,25.0,2004.0,,,,
northpennnow.com,21-03-2018,21-03-2026,8.0,2018.0,,,,
northsomersettimes.co.uk,11-07-2000,11-07-2026,26.0,2000.0,Gandi [Tag = GANDI],ns1-01.azure-dns.com,ns2-01.azure-dns.net,ns3-01.azure-dns.org
northwaleschronicle.co.uk,08-05-2000,08-05-2026,26.0,2000.0,Newsquest Media Group Limited [Tag = NEWSCOMM],ns1-09.azure-dns.com,ns2-09.azure-dns.net,ns3-09.azure-dns.org
northwichguardian.co.uk,15-08-2000,15-08-2026,26.0,2000.0,Newsquest Media Group Limited [Tag = NEWSCOMM],ns1-04.azure-dns.com,ns2-04.azure-dns.net,ns3-04.azure-dns.org
northwoodsleague.com,05-06-1998,04-06-2027,29.0,1998.0,,,,
notablysmitten.com,06-08-2025,06-08-2026,1.0,2025.0,"HOSTINGER operations, UAB",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
notebookcheck.net,15-01-2006,15-01-2026,20.0,2006.0,,,,
notepad-plus-plus.org,29-05-2010,29-05-2027,17.0,2010.0,,,,
notfound.com,15-11-1996,14-11-2025,29.0,1996.0,,,,
nothingbundtcakes.worthepenny.com,10-02-2020,10-02-2026,6.0,2020.0,,,,
noticiaalminuto.com,17-11-2017,17-11-2025,8.0,2017.0,,,,
noticiarionacional.com,04-04-2025,04-04-2026,1.0,2025.0,,,,
noticias.cubitanow.com,13-03-2017,13-03-2026,9.0,2017.0,"Amazon Registrar, Inc.",NS-1482.AWSDNS-57.ORG,NS-1977.AWSDNS-55.CO.UK,NS-403.AWSDNS-50.COM
noticias.goc5.com,20-02-2021,20-02-2026,5.0,2021.0,,,,
noticiaschihuahua.mx,12-06-2015,12-06-2026,11.0,2015.0,,,,
noticiascuriosas.com.br,25-03-2020,25-03-2027,7.0,2020.0,,,,
noticiasdebelfordroxo.com,01-06-2012,01-06-2026,14.0,2012.0,,,,
noticiasdefinanzas.com,16-11-2023,16-11-2027,4.0,2023.0,,,,
noticiasdegipuzkoa.eus,24-12-2015,24-12-2025,10.0,2015.0,Nominalia Internet S.L.,ns2.epi.es,ns1.epi.es,
noticiasdenavarra.com,22-06-1997,21-06-2026,29.0,1997.0,NOMINALIA INTERNET S.L.,NS1.EPI.ES,NS2.EPI.ES,
noticiasnews24h.com,12-07-2023,12-07-2026,3.0,2023.0,DYNADOT LLC,ANDRONICUS.NS.CLOUDFLARE.COM,UMA.NS.CLOUDFLARE.COM,
noticiasparainmigrantes.org,18-12-2019,18-12-2025,6.0,2019.0,,,,
noticiasrcn.com,30-12-2002,30-12-2025,23.0,2002.0,"ENOM, INC.",NS-1378.AWSDNS-44.ORG,NS-165.AWSDNS-20.COM,NS-1753.AWSDNS-27.CO.UK
noticiaswebmaster.com,05-10-2022,05-10-2025,3.0,2022.0,,,,
notiguate.com,13-03-2021,13-03-2026,5.0,2021.0,,,,
notimeforstyle.com,09-10-2017,09-10-2025,8.0,2017.0,"Ascio Technologies, Inc",NS1.SITEGROUND.NET,NS2.SITEGROUND.NET,
notquitenigella.com,06-09-2007,06-09-2026,19.0,2007.0,"Cloudflare, Inc.",MARY.NS.CLOUDFLARE.COM,NOAH.NS.CLOUDFLARE.COM,
notredameparis.fr,04-10-2013,15-02-2026,12.0,2013.0,,,,
notta.ai,16-01-2020,,,2020.0,"GoDaddy.com, LLC",ns-1964.awsdns-53.co.uk,ns-562.awsdns-06.net,ns-251.awsdns-31.com
notycheese.com,20-01-2021,20-01-2027,6.0,2021.0,"GoDaddy.com, LLC",CULLEN.NS.CLOUDFLARE.COM,RIHANA.NS.CLOUDFLARE.COM,
nounaskitchen.com,27-01-2024,27-01-2026,2.0,2024.0,"HOSTINGER operations, UAB",DINGO.EZOICNS.COM,HYENA.EZOICNS.COM,
nounplus.net,06-05-2024,06-05-2026,2.0,2024.0,,,,
noununiversity.com,26-12-2023,26-12-2025,2.0,2023.0,Hosting Concepts B.V. d/b/a Registrar.eu,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
nourishandnestle.com,31-01-2015,14-08-2025,10.0,2015.0,,,,
nourishyourglow.com,08-05-2016,08-05-2027,11.0,2016.0,"TUCOWS, INC.",NS1.SITEGROUND.NET,NS2.SITEGROUND.NET,
nova.taboolanews.com,09-03-2020,09-03-2026,6.0,2020.0,,,,
novafuzz.online,30-04-2025,30-04-2026,1.0,2025.0,"HOSTINGER operations, UAB",NS2.DNS-PARKING.COM,NS1.DNS-PARKING.COM,
novarecipes.com,27-01-2024,27-01-2026,2.0,2024.0,"HOSTINGER operations, UAB",GRAHAM.NS.CLOUDFLARE.COM,PERLA.NS.CLOUDFLARE.COM,
novavaga.com.br,11-02-2019,11-02-2027,8.0,2019.0,,,,
novee.me,07-12-2024,07-12-2025,1.0,2024.0,,,,
novels.natabano.net,21-06-2024,21-06-2025,1.0,2024.0,,,,
novelsportsagents.com,16-12-2021,16-12-2025,4.0,2021.0,,,,
novodiario.com.br,20-12-2023,20-12-2025,2.0,2023.0,,,,
now.ngonnoodlehouserestaurant.com,01-06-2021,01-06-2026,5.0,2021.0,NAMECHEAP INC,AIDEN.NS.CLOUDFLARE.COM,ARYA.NS.CLOUDFLARE.COM,
nowcircuitinfo.top,21-05-2025,21-05-2026,1.0,2025.0,,,,
nowiveseeneverything.club,16-07-2021,16-07-2026,5.0,2021.0,"GoDaddy.com, LLC",ns-211.awsdns-26.com,ns-1470.awsdns-55.org,ns-1797.awsdns-32.co.uk
nowkri.com,25-10-2003,25-10-2025,22.0,2003.0,,,,
nowrunning.com,30-11-2001,30-11-2029,28.0,2001.0,,,,
noxula.itch.io,27-10-2011,27-10-2030,19.0,2011.0,,,,
npccindia.com,30-06-2016,30-06-2025,9.0,2016.0,,,,
npcilcareer.co.in,03-02-2021,03-02-2026,5.0,2021.0,,,,
npi-lookup.org,26-03-2020,26-03-2026,6.0,2020.0,IONOS SE,dana.ns.cloudflare.com,ian.ns.cloudflare.com,
npir.org,13-07-2010,13-07-2026,16.0,2010.0,,,,
npjewelers.com,14-05-2007,14-05-2026,19.0,2007.0,,,,
nportal.novosti.rs,06-05-2008,06-05-2026,18.0,2008.0,,,,
npowerdg.com,12-01-2018,12-01-2026,8.0,2018.0,"GoDaddy.com, LLC",BRETT.NS.CLOUDFLARE.COM,ROSE.NS.CLOUDFLARE.COM,
npr.org,13-12-1993,12-12-2025,32.0,1993.0,,,,
nrtoday.com,01-01-2008,01-01-2026,18.0,2008.0,,,,
nrvnews.com,10-04-2002,10-04-2026,24.0,2002.0,,,,
ns.kgarchitectsllp.com,30-12-2021,30-12-2025,4.0,2021.0,,,,
ns1.ozyurtardafidan.com,16-08-2013,16-08-2025,12.0,2013.0,,,,
ns2.energy-healingarts.com,17-07-2003,17-07-2025,22.0,2003.0,,,,
ns2.techmaxbooks.com,14-05-2002,14-05-2026,24.0,2002.0,,,,
ns42.313rd.com,11-12-2022,11-12-2025,3.0,2022.0,,,,
nsaa.funspark5.com,17-12-2024,17-12-2025,1.0,2024.0,,,,
nsche.org.ng,05-09-2024,05-09-2025,1.0,2024.0,,,,
nsfas.org,19-05-2006,19-05-2026,20.0,2006.0,,,,
nsfasonline.co.za,06-09-2018,06-09-2026,8.0,2018.0,DIAMATRIX C.C.,toby.ns.cloudflare.com,magali.ns.cloudflare.com,
nsnaturals.com,30-06-2010,30-06-2025,15.0,2010.0,,,,
nspscholarships.com,21-09-2022,21-09-2025,3.0,2022.0,"GoDaddy.com, LLC",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
nssoftone.com,06-03-2024,06-03-2026,2.0,2024.0,,,,
nsuacademics.com,23-05-2024,23-05-2026,2.0,2024.0,,,,
nsz-sajamzaposljavanja.rs,07-05-2024,07-05-2026,2.0,2024.0,,,,
nta.in,10-09-2008,10-09-2025,17.0,2008.0,,,,
ntd.com,12-02-1996,13-02-2026,30.0,1996.0,"GoDaddy.com, LLC",GRACIE.NS.CLOUDFLARE.COM,JUSTIN.NS.CLOUDFLARE.COM,
ntype.blue,21-01-2020,21-01-2026,6.0,2020.0,,,,
nuevamujer.com,31-08-2012,31-08-2028,16.0,2012.0,,,,
nulledcloud.net,22-06-2025,22-06-2026,1.0,2025.0,,,,
nulookindi.com,01-06-2025,01-06-2026,1.0,2025.0,,,,
nulookindia.com,22-04-2025,22-04-2026,1.0,2025.0,,,,
number-word.calculators.ro,16-05-2015,13-05-2026,11.0,2015.0,,,,
numero-tel.com,02-02-2022,02-02-2026,4.0,2022.0,Internet Domain Service BS Corp.,ATHENA.NS.CLOUDFLARE.COM,ROAN.NS.CLOUDFLARE.COM,
numeroligist.com,12-08-2006,12-08-2026,20.0,2006.0,,,,
numeroservicioalcliente.com,21-05-2016,21-05-2026,10.0,2016.0,,,,
numlookup.com,25-10-2018,25-10-2027,9.0,2018.0,,,,
numstheword.com,12-12-2013,12-12-2025,12.0,2013.0,,,,
nuovafarmaciaclarettipacioni.it,08-08-2025,08-08-2026,1.0,2025.0,Algorithmedia S.r.l.,ulla.ns.cloudflare.com jaxson.ns.cloudflare.com,,
nurseslabs.com,22-01-2010,22-01-2034,24.0,2010.0,,,,
nursesrevisionuganda.com,19-12-2022,19-12-2026,4.0,2022.0,"HOSTINGER operations, UAB",NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
nursingcollege.co.za,02-11-2023,02-11-2025,2.0,2023.0,Frikkadel.co.za,hgns1.hostgator.com,hgns2.hostgator.com,
nursingexpert.in,03-08-2021,03-08-2025,4.0,2021.0,,,,
nursinghub.co.za,03-04-2024,03-04-2026,2.0,2024.0,EPAG Domainservices,ns2.dns-parking.com,ns1.dns-parking.com,
nursingschoolsnearme.org,17-01-2019,17-01-2026,7.0,2019.0,,,,
nurturedhomes.com,05-02-2018,05-02-2026,8.0,2018.0,,,,
nurturinghealth.net,29-05-2025,29-05-2026,1.0,2025.0,,,,
nutrisliim.com.br,01-05-2019,01-05-2026,7.0,2019.0,,,,
nutrition10.com,19-02-2022,19-02-2026,4.0,2022.0,,,,
nutritiongeeks.com,22-03-2004,22-03-2026,22.0,2004.0,Bluehost Inc.,BUFFALO.EZOICNS.COM,CARACAL.EZOICNS.COM,
nutritioninusa.com,23-12-2021,23-12-2025,4.0,2021.0,"GoDaddy.com, LLC",NS-1106.AWSDNS-10.ORG,NS-1579.AWSDNS-05.CO.UK,NS-491.AWSDNS-61.COM
nutritionix.com,25-01-2010,25-01-2026,16.0,2010.0,,,,
nutritiouscooking.com,15-11-2024,15-11-2025,1.0,2024.0,,,,
nuvofinds.com,16-11-2024,16-11-2025,1.0,2024.0,,,,
nvschool.tsmsys.net,19-10-2023,19-10-2025,2.0,2023.0,,,,
nwaonline.com,20-04-1998,19-04-2026,28.0,1998.0,,,,
nwemail.co.uk,11-03-1997,11-03-2027,30.0,1997.0,,,,
nwfdailynews.com,26-09-1996,25-09-2025,29.0,1996.0,,,,
nwitimes.com,12-02-2000,12-02-2026,26.0,2000.0,,,,
nwza.funbreakgames.com,04-12-2024,04-12-2025,1.0,2024.0,,,,
nwze.funbreakgames.com,04-12-2024,04-12-2025,1.0,2024.0,,,,
nyasatimes.com,05-09-2006,05-09-2026,20.0,2006.0,"GoDaddy.com, LLC",HUGH.NS.CLOUDFLARE.COM,ZARA.NS.CLOUDFLARE.COM,
nycarnivals.com,09-02-2015,09-02-2026,11.0,2015.0,,,,
nyheder.org,05-10-2022,05-10-2025,3.0,2022.0,,,,
nyidanmark.com,27-09-2006,27-09-2025,19.0,2006.0,,,,
nylon.com,22-06-1995,21-06-2031,36.0,1995.0,,,,
nyonya.res-menu.com,24-12-2023,24-12-2025,2.0,2023.0,,,,
nyonyacooking.com,24-01-2012,24-01-2026,14.0,2012.0,,,,
nypennysaver.com,28-04-1996,29-04-2026,30.0,1996.0,,,,
nypost.com,29-09-1996,28-09-2025,29.0,1996.0,,,,
nyrecipefood.com,21-08-2024,21-08-2025,1.0,2024.0,,,,
nys-opal.com,11-09-2002,11-09-2027,25.0,2002.0,,,,
nysdocs.com,02-08-2002,02-08-2026,24.0,2002.0,,,,
nysp.vip,18-05-2023,18-05-2026,3.0,2023.0,,,,
nyteknik.se,17-06-1996,14-11-2025,29.0,1996.0,,,,
nz.talent.com,20-06-1997,31-12-2028,31.0,1997.0,"MarkMonitor, Inc.",NS-1486.AWSDNS-57.ORG,NS-1992.AWSDNS-57.CO.UK,NS-469.AWSDNS-58.COM
nze.com.br,16-09-2021,16-09-2026,5.0,2021.0,,,,
nzteq.xyz,17-06-2024,17-06-2026,2.0,2024.0,,,,
o4ug.com,27-06-2019,27-06-2026,7.0,2019.0,AFRIREGISTER S.A.,NS1.DNS-PARKING.COM,NS2.DNS-PARKING.COM,
o71h.com,28-07-2021,28-07-2025,4.0,2021.0,,,,
oaathletics.org,06-02-2013,06-02-2026,13.0,2013.0,,,,
oadministrador.com,27-06-2019,27-06-2025,6.0,2019.0,,,,
oaklahoma.arressts.org,08-05-2015,08-05-2026,11.0,2015.0,,,,
oakmixgame.site,26-11-2024,,,2024.0,,,,
oakparkhome-hardware.com,24-01-2001,24-01-2026,25.0,2001.0,,,,
oaktreemobilehomepark.com,10-06-2022,10-06-2026,4.0,2022.0,,,,
oakviewkennels.com,11-05-2003,11-05-2026,23.0,2003.0,,,,
oards.com,13-04-1999,13-04-2026,27.0,1999.0,,,,
oasport.it,07-04-2015,07-04-2026,11.0,2015.0,Seeweb S.r.l.,dns.seeweb.it dns2.seeweb.it,,
oatman-hotel-restaurant-bar.menu-world.com,24-12-2023,24-12-2025,2.0,2023.0,,,,
ob.peoplesemart.com,07-01-2021,07-01-2026,5.0,2021.0,,,,
obdadvisor.com,04-06-2016,04-06-2028,12.0,2016.0,,,,
obeesvenice.com,24-06-2015,24-06-2026,11.0,2015.0,,,,
obits.al.com,23-04-1997,24-04-2026,29.0,1997.0,,,,
obits.cleveland.com,02-07-1996,01-07-2027,31.0,1996.0,,,,
obits.columbian.com,06-07-1994,05-07-2030,36.0,1994.0,,,,
obits.dallasnews.com,14-04-1996,15-04-2026,30.0,1996.0,,,,
obits.gazette.com,06-04-1994,07-04-2026,32.0,1994.0,,,,
obits.gulflive.com,25-06-1998,24-06-2027,29.0,1998.0,,,,
obits.mlive.com,03-12-1996,02-12-2025,29.0,1996.0,,,,
obits.nj.com,23-10-1994,22-10-2025,31.0,1994.0,,,,
obits.oregonlive.com,27-06-1996,26-06-2027,31.0,1996.0,,,,
obits.pennlive.com,09-01-1998,08-01-2026,28.0,1998.0,,,,
obits.postandcourier.com,27-10-1995,26-10-2025,30.0,1995.0,,,,
obits.silive.com,28-10-1996,27-10-2025,29.0,1996.0,,,,
obits.syracuse.com,02-02-1995,24-11-2025,30.0,1995.0,,,,
obituaries.bangordailynews.com,31-03-1998,30-03-2026,28.0,1998.0,,,,
obituaries.bdtonline.com,03-06-1996,02-06-2026,30.0,1996.0,,,,
obituaries.clintonherald.com,02-02-1998,01-02-2026,28.0,1998.0,,,,
obituaries.commercial-news.com,01-08-2002,01-08-2026,24.0,2002.0,,,,
obituaries.dailyindependent.com,14-12-1998,13-12-2025,27.0,1998.0,"GoDaddy Corporate Domains, LLC",NS03.GCD-DNS.COM,NS04.GCD-DNS.COM,
obituaries.dailyitem.com,04-02-1996,05-02-2026,30.0,1996.0,,,,
obituaries.eagletribune.com,25-02-1995,26-02-2026,31.0,1995.0,,,,
obituaries.goshennews.com,21-05-1996,22-05-2026,30.0,1996.0,,,,
obituaries.heraldbulletin.com,02-02-2000,02-02-2026,26.0,2000.0,,,,
obituaries.joplinglobe.com,21-03-1996,22-03-2026,30.0,1996.0,,,,
obituaries.kokomotribune.com,19-11-1999,19-11-2025,26.0,1999.0,,,,
obituaries.meadvilletribune.com,28-08-2000,28-08-2025,25.0,2000.0,,,,
obituaries.muskogeephoenix.com,06-03-2000,06-03-2026,26.0,2000.0,,,,
obituaries.ncnewsonline.com,13-05-1998,12-05-2026,28.0,1998.0,,,,
obituaries.newburyportnews.com,07-10-1996,06-10-2025,29.0,1996.0,,,,
obituaries.newsandtribune.com,22-03-2006,22-03-2026,20.0,2006.0,,,,
obituaries.niagara-gazette.com,29-08-2000,29-08-2025,25.0,2000.0,,,,
obituaries.nola.com,11-04-1998,10-04-2027,29.0,1998.0,,,,
obituaries.normantranscript.com,16-02-1998,15-02-2026,28.0,1998.0,,,,
obituaries.ottumwacourier.com,01-05-1996,02-05-2026,30.0,1996.0,,,,
obituaries.post-gazette.com,05-01-1995,04-01-2029,34.0,1995.0,,,,
obituaries.record-eagle.com,07-10-1996,06-10-2025,29.0,1996.0,,,,
obituaries.register-herald.com,23-04-1996,24-04-2026,30.0,1996.0,,,,
obituaries.rootsweb.com,30-01-1996,31-01-2026,30.0,1996.0,,,,
obituaries.salemnews.com,07-10-1996,06-10-2025,29.0,1996.0,,,,
obituaries.sanduskyregister.com,19-08-1996,18-08-2025,29.0,1996.0,,,,
obituaries.seattletimes.com,01-03-1996,02-03-2026,30.0,1996.0,,,,
obituaries.sharonherald.com,20-12-1999,20-12-2025,26.0,1999.0,,,,
obituaries.starbeacon.com,09-07-1998,08-07-2026,28.0,1998.0,,,,
obituaries.startribune.com,13-01-1994,12-01-2028,34.0,1994.0,,,,
obituaries.theadvocate.com,08-11-1995,07-11-2025,30.0,1995.0,,,,
obituaries.thecounty.me,26-10-2016,26-10-2025,9.0,2016.0,,,,
obituaries.thedailystar.com,01-07-1996,30-06-2026,30.0,1996.0,,,,
obituaries.times-news.com,21-12-1995,20-12-2025,30.0,1995.0,,,,
obituaries.timeswv.com,21-05-1996,22-05-2026,30.0,1996.0,,,,
obituaries.tribdem.com,11-06-2004,11-06-2026,22.0,2004.0,,,,
obituaries.triblive.com,12-12-1997,11-12-2025,28.0,1997.0,,,,
obituaries.tribstar.com,08-11-1995,07-11-2025,30.0,1995.0,,,,
obituaries.washtimesherald.com,05-02-1998,04-02-2026,28.0,1998.0,,,,
obituaries.yakimaherald.com,20-12-1999,20-12-2025,26.0,1999.0,,,,
obituarieshelp.org,26-02-2008,26-02-2026,18.0,2008.0,,,,
objectvision.se,08-11-2007,08-11-2025,18.0,2007.0,,,,
oboeinvest.com,28-07-2024,28-07-2025,1.0,2024.0,,,,
observandodigital.com,18-05-2021,18-05-2026,5.0,2021.0,"HOSTINGER operations, UAB",ALEC.NS.CLOUDFLARE.COM,LORNA.NS.CLOUDFLARE.COM,
obsessedlawn.com,28-04-2020,28-04-2026,6.0,2020.0,,,,
obsessedwoodworking.com,23-03-2021,23-03-2026,5.0,2021.0,,,,
obsev.com,24-05-2014,24-05-2029,15.0,2014.0,"GoDaddy.com, LLC",NS-1521.AWSDNS-62.ORG,NS-1764.AWSDNS-28.CO.UK,NS-265.AWSDNS-33.COM
ocala.com,05-01-1995,04-01-2026,31.0,1995.0,,,,
occasionalcocktails.com,22-05-2020,22-05-2026,6.0,2020.0,,,,
oceancitymarylandwebcams.com,09-01-2024,09-01-2027,3.0,2024.0,,,,
